cd,estimate,sd,q025,q975,pop
CT-05,0.76019156,0.023245094,0.706031,0.79919326,727997.0
DC-98,0.68292993,0.068414584,0.50024533,0.77077746,702518.0
DE-00,0.76824415,0.019757288,0.72539383,0.80676484,1051959.0
FL-01,0.77344054,0.016068958,0.7384652,0.80367315,818627.0
FL-02,0.7711958,0.016138874,0.7361134,0.8016596,819069.0
FL-03,0.77266586,0.016016722,0.73775953,0.80264455,845704.0
FL-04,0.77461004,0.016423324,0.7392462,0.8053774,842174.0
FL-05,0.75590503,0.016660523,0.7194194,0.78756374,852368.0
FL-06,0.7759653,0.015921779,0.7414325,0.8056796,834655.0
FL-07,0.76661915,0.01628984,0.73124593,0.7971106,813166.0
FL-08,0.76734155,0.01611543,0.73244894,0.79763705,831277.0
FL-09,0.7686115,0.017492417,0.73111105,0.80096155,909835.0
FL-10,0.7684064,0.016681192,0.732595,0.79958653,802579.0
FL-11,0.7667691,0.016223451,0.73124313,0.79706615,893476.0
FL-12,0.7757187,0.016067041,0.7411627,0.8055687,871025.0
FL-13,0.7666015,0.016115902,0.73232156,0.7968598,762922.0
FL-14,0.7610581,0.016620794,0.72503954,0.79193586,826754.0
FL-15,0.77018785,0.016373675,0.7347585,0.8006692,835432.0
FL-16,0.7674287,0.016250584,0.7318101,0.79774064,882634.0
FL-17,0.76792854,0.016205393,0.73327976,0.7981731,876680.0
FL-18,0.7777414,0.016303962,0.74243736,0.808175,884254.0
FL-19,0.7626509,0.016327837,0.7279262,0.7935035,827867.0
FL-20,0.7738284,0.017775247,0.73612165,0.8069158,818464.0
FL-21,0.7658106,0.01621136,0.7304322,0.7962328,858841.0
FL-22,0.763012,0.016529996,0.72734785,0.7939166,804325.0
FL-23,0.75730866,0.016590638,0.72111404,0.78849286,803072.0
FL-24,0.7694263,0.0177,0.73239577,0.8023557,830140.0
FL-25,0.76196826,0.017411629,0.7249931,0.7946419,807005.0
FL-26,0.77221256,0.01849943,0.7331542,0.8066857,851023.0
FL-27,0.757447,0.019141058,0.7171741,0.79357636,788663.0
FL-28,0.7710997,0.018774567,0.7317641,0.8060163,791639.0
GA-01,0.77022177,0.017954765,0.7285969,0.8008093,806527.0
GA-02,0.77271533,0.018923642,0.7289157,0.80534613,757237.0
GA-03,0.76994693,0.017925864,0.7287992,0.8006291,799779.0
GA-04,0.76121837,0.01942819,0.7173072,0.7946308,759723.0
GA-05,0.7478058,0.01974129,0.7028495,0.7820763,771919.0
GA-06,0.7489953,0.020013472,0.7033599,0.7836522,803622.0
GA-07,0.74506736,0.019084008,0.7008295,0.7778113,815664.0
GA-08,0.77414995,0.018050577,0.7322323,0.80502,787859.0
GA-09,0.76831895,0.01794076,0.72653365,0.79896456,828867.0
GA-10,0.77048236,0.017905015,0.72918016,0.8010202,835723.0
GA-11,0.7595272,0.018135747,0.7166988,0.79061586,811649.0
GA-12,0.77245575,0.01822727,0.7297481,0.8037708,786389.0
GA-13,0.76481843,0.019592844,0.72037137,0.7985735,820455.0
GA-14,0.7743575,0.017754521,0.73274183,0.80480796,795540.0
HI-01,0.7399263,0.02757688,0.68354535,0.79237205,788658.0
HI-02,0.74358135,0.026218796,0.6890597,0.7923987,834691.0
IA-01,0.7863678,0.020171344,0.7513013,0.83228344,804653.0
IA-02,0.78755975,0.020117566,0.7525726,0.83335173,797275.0
IA-03,0.78192115,0.02051722,0.7460821,0.82884496,837847.0
IA-04,0.7898904,0.020037986,0.7549194,0.8355899,801500.0
ID-01,0.74911135,0.023960045,0.7010258,0.79466814,1033764.0
ID-02,0.7430024,0.024156962,0.6943126,0.7893294,967967.0
IL-01,0.7682364,0.020346867,0.7233928,0.80423397,735217.0
IL-02,0.7741945,0.020391839,0.7290628,0.8102923,732314.0
IL-03,0.76769066,0.019845737,0.72442925,0.80332196,732739.0
IL-04,0.7800999,0.020598479,0.7359453,0.8175501,712060.0
IL-05,0.7393801,0.020451743,0.69482857,0.7752205,773670.0
IL-06,0.76126194,0.019281944,0.71894616,0.79535383,764437.0
IL-07,0.752674,0.020745374,0.7073247,0.78973377,761127.0
IL-08,0.76707643,0.0193866,0.7243682,0.80141795,752540.0
IL-09,0.748318,0.020018922,0.7046454,0.7839813,740405.0
IL-10,0.759528,0.01956095,0.71687204,0.7940529,749734.0
IL-11,0.7597647,0.019432273,0.71724504,0.7939504,766547.0
IL-12,0.7766154,0.018605085,0.73532164,0.8092466,745851.0
IL-13,0.7697094,0.01892248,0.7278318,0.8033391,741856.0
IL-14,0.7690261,0.019147277,0.72718465,0.80284745,766543.0
IL-15,0.77437425,0.018673033,0.73315644,0.80703056,739138.0
IL-16,0.7737345,0.018725121,0.7323134,0.8066266,752718.0
IL-17,0.77586263,0.01867688,0.7347263,0.80862963,743467.0
IN-01,0.7870453,0.018490918,0.75295377,0.8260728,760476.0
IN-02,0.7898453,0.018324045,0.75613934,0.8281341,751805.0
IN-03,0.7904502,0.018273195,0.7571032,0.8286041,774663.0
IN-04,0.7873292,0.018312613,0.7539657,0.825784,788977.0
IN-05,0.7788714,0.018657317,0.745631,0.81822026,791240.0
IN-06,0.7892209,0.018265292,0.7560519,0.8272595,777102.0
IN-07,0.78137344,0.01915913,0.7457749,0.8219712,757175.0
IN-08,0.79048634,0.018198358,0.757309,0.8287334,758354.0
IN-09,0.7880627,0.018253319,0.7551615,0.826508,764250.0
KS-01,0.7812407,0.019105108,0.7408793,0.81855774,731411.0
KS-02,0.78275657,0.019136088,0.74263656,0.8201546,739200.0
KS-03,0.7601171,0.02012208,0.7178513,0.79980165,754035.0
KS-04,0.78061783,0.01917413,0.74032027,0.8182606,745879.0
KY-01,0.7850585,0.017849015,0.7510039,0.8241047,768405.0
KY-02,0.78492546,0.017813945,0.7511807,0.8240703,775347.0
KY-03,0.7756891,0.017995145,0.7418637,0.8148739,763945.0
KY-04,0.7820389,0.017916208,0.7482824,0.8213882,776110.0
KY-05,0.7880702,0.018049335,0.75353867,0.8273815,772551.0
KY-06,0.7754477,0.017999478,0.7417233,0.8152358,777325.0
