cd,estimate,sd,q025,q975,pop
PA-01,0.20368578,0.021020424,0.16187249,0.24540281,768126.0
PA-02,0.21053252,0.022466777,0.16705005,0.25471014,738511.0
PA-03,0.25413704,0.025953393,0.20462893,0.30491143,767660.0
PA-04,0.21340512,0.021575706,0.17067482,0.25591892,786156.0
PA-05,0.22132556,0.022564096,0.1769195,0.26514822,768237.0
PA-06,0.20799418,0.021391202,0.16538489,0.25028396,795973.0
PA-07,0.19868897,0.020791827,0.15710513,0.2397206,788415.0
PA-08,0.1954007,0.020573067,0.15420999,0.23610821,773145.0
PA-09,0.18465057,0.020048955,0.14495055,0.22445068,797701.0
PA-10,0.19816746,0.020706456,0.15692809,0.23906462,792544.0
PA-11,0.18700388,0.019973751,0.14713232,0.22696717,781872.0
PA-12,0.21136831,0.02142772,0.16903971,0.25403318,754674.0
PA-13,0.18442233,0.02004202,0.14489624,0.2242914,792899.0
PA-14,0.18818854,0.020159889,0.14836599,0.22844394,767341.0
PA-15,0.18500598,0.019983344,0.14555025,0.22477128,778819.0
PA-16,0.18964258,0.020151153,0.14986259,0.22960186,758941.0
PA-17,0.20474951,0.021034142,0.16287263,0.24653603,753367.0
RI-01,0.2276768,0.034856483,0.16521312,0.30453664,556794.0
RI-02,0.22686355,0.03471057,0.16450493,0.30295977,556679.0
SC-01,0.17611866,0.023887474,0.12713742,0.22020724,797423.0
SC-02,0.1781911,0.024083182,0.12875281,0.2229956,764379.0
SC-03,0.16102917,0.022454256,0.1153452,0.20305565,766744.0
SC-04,0.16642821,0.022987902,0.11976685,0.20920594,810342.0
SC-05,0.16963565,0.023310712,0.12206918,0.21330412,782705.0
SC-06,0.19172882,0.025891742,0.13889234,0.2400075,762971.0
SC-07,0.17432815,0.023930192,0.12591065,0.21886344,794116.0
SD-00,0.2059267,0.031301096,0.14243323,0.26887977,924668.0
TN-01,0.15058464,0.02016807,0.10939982,0.18818696,806544.0
TN-02,0.15763374,0.020723347,0.11533203,0.19594246,813874.0
TN-03,0.15727468,0.020649048,0.11492807,0.19520576,809822.0
TN-04,0.1531177,0.020269096,0.112028435,0.19058101,826459.0
TN-05,0.17145222,0.021948397,0.12711686,0.21181095,835178.0
TN-06,0.1553505,0.020461982,0.11341611,0.19314705,803126.0
TN-07,0.16386129,0.021141749,0.120949216,0.20241116,816221.0
TN-08,0.16786768,0.02162838,0.12353936,0.2074782,774949.0
TN-09,0.20707776,0.027030129,0.15322222,0.25791705,749913.0
TX-01,0.1782412,0.015768943,0.14767566,0.20959087,795914.0
TX-02,0.18437976,0.016121669,0.15292096,0.21633202,882044.0
TX-03,0.1888226,0.016660253,0.15598151,0.22060552,920586.0
TX-04,0.17997997,0.015954562,0.14830448,0.21065949,874620.0
