cd,estimate,sd,q025,q975,pop
IN-01,0.79994607,0.017988347,0.7620799,0.8344111,760476.0
IN-02,0.8002174,0.018121332,0.7621256,0.83484733,751805.0
IN-03,0.8010127,0.018194107,0.7626733,0.83581626,774663.0
IN-04,0.80252117,0.017788148,0.7647769,0.8365943,788977.0
IN-05,0.8139922,0.017019685,0.77779835,0.8463098,791240.0
IN-06,0.7997007,0.018101148,0.7612829,0.8341333,777102.0
IN-07,0.78896534,0.019291071,0.74809545,0.8256724,757175.0
IN-08,0.8084029,0.01754434,0.771601,0.842227,758354.0
IN-09,0.80902493,0.017323522,0.77246654,0.84211266,764250.0
KS-01,0.81144965,0.01815948,0.7744416,0.8471779,731411.0
KS-02,0.8078141,0.018565236,0.77014834,0.8443322,739200.0
KS-03,0.8249948,0.017258372,0.7898508,0.85844225,754035.0
KS-04,0.80857587,0.01849782,0.77107745,0.8448535,745879.0
KY-01,0.81647974,0.017864656,0.7826202,0.8541127,768405.0
KY-02,0.8135977,0.017942294,0.77938426,0.85142535,775347.0
KY-03,0.8128241,0.017622512,0.779709,0.84967774,763945.0
KY-04,0.81652725,0.017849514,0.7826321,0.85392773,776110.0
KY-05,0.81276137,0.018689604,0.77722573,0.85179365,772551.0
KY-06,0.81744915,0.017328717,0.784802,0.8541979,777325.0
LA-01,0.8167782,0.017493801,0.7805674,0.852205,798550.0
LA-02,0.7944514,0.019678779,0.7528596,0.8338758,736229.0
LA-03,0.8014908,0.0188556,0.7625951,0.8397938,777815.0
LA-04,0.806531,0.018372368,0.76867384,0.84342813,767411.0
LA-05,0.80317736,0.018549554,0.7647289,0.8404911,763961.0
LA-06,0.7935834,0.020217692,0.7511078,0.83368766,753613.0
MA-01,0.8004593,0.021355012,0.75357604,0.8384715,779946.0
MA-02,0.8104616,0.020454334,0.76581633,0.8465417,801932.0
MA-03,0.79151666,0.022467703,0.7420647,0.83128995,792172.0
MA-04,0.81329745,0.020449387,0.76891893,0.84919715,802351.0
MA-05,0.8139808,0.020584254,0.76873916,0.8500711,790991.0
MA-06,0.81579435,0.020095922,0.7720926,0.8511897,796608.0
MA-07,0.78635377,0.022904944,0.7364579,0.826876,792910.0
MA-08,0.8114039,0.020536326,0.76627064,0.84759367,785102.0
MA-09,0.82481307,0.019225486,0.7826282,0.8586605,797322.0
MD-01,0.8319058,0.016512128,0.80155635,0.8676676,791828.0
MD-02,0.8321899,0.016647562,0.80128825,0.86828136,783072.0
MD-03,0.83185774,0.016683403,0.80088216,0.8681537,782813.0
MD-04,0.79707164,0.02044888,0.7582847,0.84079266,763408.0
MD-05,0.8224143,0.017734902,0.78933156,0.8607487,805327.0
MD-06,0.8219275,0.01737523,0.78943306,0.8598189,821653.0
MD-07,0.8051286,0.019397145,0.7685358,0.8469302,741555.0
MD-08,0.83797574,0.016481413,0.806765,0.8734851,773402.0
ME-01,0.8180353,0.021082943,0.7718254,0.85510916,707680.0
ME-02,0.8068808,0.022271445,0.7588965,0.84609145,697214.0
MI-01,0.8324322,0.0151667,0.80183107,0.86285233,787656.0
MI-02,0.8179693,0.016411722,0.7844349,0.8507953,789195.0
MI-03,0.81104916,0.016778657,0.7770664,0.844962,791156.0
MI-04,0.8132004,0.016650273,0.77922046,0.84657955,785326.0
MI-05,0.8170159,0.01646044,0.7832347,0.85000205,775211.0
MI-06,0.82954043,0.015487996,0.7981025,0.8606647,768984.0
MI-07,0.8213659,0.015917784,0.788597,0.85313714,792603.0
MI-08,0.8143562,0.01653651,0.7803728,0.84782076,769274.0
MI-09,0.81970125,0.01633803,0.7862464,0.8525095,782419.0
MI-10,0.8124866,0.016590087,0.77895874,0.8460992,775276.0
MI-11,0.82679754,0.015554643,0.79545707,0.85812455,787152.0
MI-12,0.7995389,0.018574193,0.7627468,0.83687437,751670.0
MI-13,0.78784424,0.019541841,0.7490468,0.82703406,784586.0
MN-01,0.8191413,0.016992053,0.7844749,0.8526618,718068.0
MN-02,0.8154257,0.017454205,0.78012496,0.8500127,745975.0
MN-03,0.82514167,0.016826369,0.7906528,0.8581295,710629.0
MN-04,0.81424755,0.01777135,0.77801317,0.8487407,708457.0
MN-05,0.8098527,0.017768301,0.77363837,0.8446258,707252.0
MN-06,0.8139141,0.01765826,0.77797747,0.8490004,755040.0
MN-07,0.8217081,0.017049871,0.7862997,0.85509706,722404.0
MN-08,0.826572,0.016544236,0.79280126,0.85963005,727354.0
MO-01,0.7990916,0.018880874,0.75689113,0.8320423,743100.0
MO-02,0.8263485,0.016151719,0.7905223,0.85520625,773870.0
MO-03,0.81221133,0.016943472,0.77490467,0.84245366,799866.0
MO-04,0.8051548,0.017653227,0.76622623,0.83667314,784159.0
MO-05,0.7973063,0.018138032,0.756801,0.8298983,776461.0
MO-06,0.8058801,0.017676279,0.7669598,0.83751476,788849.0
MO-07,0.8069441,0.017467178,0.7682698,0.83797395,802980.0
MO-08,0.8061439,0.017699635,0.7671465,0.83763134,781267.0
MS-01,0.80853766,0.017988643,0.7723315,0.84520847,753742.0
MS-02,0.8006556,0.02019914,0.760581,0.84057456,694687.0
MS-03,0.811603,0.017840538,0.77603036,0.8478019,734712.0
MS-04,0.8111503,0.01774432,0.77517307,0.8473482,759792.0
MT-01,0.835749,0.017832678,0.8006843,0.87169755,579148.0
MT-02,0.8271844,0.01890048,0.790238,0.86495954,558573.0
NC-01,0.80898476,0.017112633,0.77229565,0.8409984,753452.0
NC-02,0.8187132,0.016007818,0.7844656,0.84846336,790783.0
NC-03,0.8121892,0.016451335,0.77651536,0.84329337,775222.0
NC-04,0.8252051,0.015890745,0.79113156,0.85453534,804331.0
NC-05,0.81661385,0.015994366,0.78194064,0.8466717,755187.0
NC-06,0.8100553,0.016615914,0.7744557,0.8413597,794209.0
NC-07,0.82274127,0.015620074,0.7892991,0.85203904,805789.0
NC-08,0.81382424,0.016579887,0.7785994,0.8446734,788849.0
NC-09,0.80729526,0.016939195,0.771166,0.8391196,790291.0
NC-10,0.81780946,0.016017495,0.783394,0.8477881,787542.0
NC-11,0.83233225,0.014919846,0.7997658,0.85999995,770847.0
NC-12,0.79746747,0.018016823,0.7594406,0.83116704,801631.0
NC-13,0.8083339,0.016883964,0.77206933,0.83992726,835043.0
NC-14,0.81549805,0.016239425,0.78054535,0.8459567,792824.0
ND-00,0.8167997,0.018095616,0.78064054,0.85287464,796604.0
NE-01,0.8136536,0.018694744,0.77454585,0.85110277,672885.0
NE-02,0.8093729,0.019224761,0.7695796,0.8478145,682583.0
NE-03,0.81777793,0.018439991,0.779344,0.8547369,650261.0
NH-01,0.8109095,0.021930313,0.7626635,0.84799266,709268.0
NH-02,0.81029385,0.021937631,0.7617824,0.84747326,700156.0
NJ-01,0.7997383,0.021966731,0.7527386,0.8405342,784107.0
NJ-02,0.8039324,0.021571469,0.7578089,0.84411645,794132.0
NJ-03,0.81179816,0.02093391,0.76690626,0.8504637,795592.0
NJ-04,0.8167653,0.020916492,0.7720525,0.85528725,795130.0
NJ-05,0.8190612,0.020654472,0.7747089,0.8571257,794124.0
NJ-06,0.7970078,0.022765426,0.7485498,0.8388903,786852.0
